Date,KO,PEP
2015-06-26,29.371870040893555,71.32014465332031
2015-06-29,28.931278228759766,70.40341186523438
2015-06-30,28.806455612182617,70.14038848876953
2015-07-01,29.004701614379883,71.02709197998047
2015-07-02,28.99736785888672,71.1323013305664
2015-07-06,28.945964813232422,70.93692016601562
2015-07-07,29.555431365966797,72.4398193359375
2015-07-08,29.269062042236328,71.84615325927734
2015-07-09,29.313121795654297,71.07968139648438
2015-07-10,29.65823745727539,71.80108642578125
2015-07-13,29.856496810913086,73.05601501464844
2015-07-14,30.230993270874023,72.98835754394531
2015-07-15,30.201622009277344,72.40223693847656
2015-07-16,30.458621978759766,72.81554412841797
2015-07-17,30.28972625732422,72.72537994384766
2015-07-20,30.38518714904785,73.12364196777344
2015-07-21,30.24567222595215,72.83807373046875
2015-07-22,30.032733917236328,73.01844787597656
2015-07-23,29.98866844177246,72.79299926757812
2015-07-24,29.694957733154297,72.27449798583984
2015-07-27,29.768373489379883,71.88374328613281
2015-07-28,29.77572250366211,72.22188568115234
2015-07-29,29.805095672607422,72.5374755859375
2015-07-30,29.783058166503906,72.6126708984375
2015-07-31,30.164892196655273,72.40223693847656
2015-08-03,30.502683639526367,73.22885131835938
2015-08-04,30.73031234741211,73.49938201904297
2015-08-05,30.928569793701172,74.53636932373047
2015-08-06,30.781707763671875,74.50630950927734
2015-08-07,30.671566009521484,74.46873474121094
2015-08-10,30.605484008789062,74.46121215820312
2015-08-11,30.458621978759766,74.10804748535156
2015-08-12,30.29707145690918,73.92769622802734
2015-08-13,30.17958641052246,74.23576354980469
2015-08-14,30.28972625732422,74.5664291381836
2015-08-17,30.363157272338867,75.03983306884766
2015-08-18,30.326438903808594,74.97220611572266
2015-08-19,29.944610595703125,74.38607788085938
2015-08-20,29.77572250366211,73.62711334228516
2015-08-21,29.02674102783203,72.32709503173828
2015-08-24,28.182302474975586,69.00568389892578
2015-08-25,27.89592742919922,67.3600082397461
2015-08-26,28.439313888549805,69.50164031982422
2015-08-27,28.835824966430664,70.33575439453125
2015-08-28,28.967998504638672,70.28316497802734
2015-08-31,28.87254524230957,69.83231353759766
2015-09-01,28.453990936279297,68.62996673583984
2015-09-02,28.564138412475586,69.39707946777344
2015-09-03,28.755050659179688,69.7681655883789
2015-09-04,28.285099029541016,68.85179901123047
2015-09-08,28.564138412475586,69.94989776611328
2015-09-09,28.123559951782227,68.78369903564453
2015-09-10,28.211668014526367,68.95787811279297
2015-09-11,28.241296768188477,69.38194274902344
2015-09-14,28.219079971313477,69.0638656616211
2015-09-15,28.515336990356445,69.71512603759766
2015-09-16,28.99677085876465,70.47999572753906
2015-09-17,29.167123794555664,70.70716857910156
2015-09-18,28.870851516723633,70.46484375
2015-09-21,29.026390075683594,70.96463012695312
2015-09-22,28.730133056640625,69.94989776611328
2015-09-23,28.707910537719727,69.97261810302734
2015-09-24,28.99677085876465,70.02562713623047
2015-09-25,29.344879150390625,70.78292083740234
2015-09-28,29.278209686279297,70.02562713623047
2015-09-29,29.374502182006836,70.457275390625
2015-09-30,29.7152099609375,71.41145324707031
2015-10-01,29.478199005126953,71.07067108154297
2015-10-02,29.915193557739258,71.30543518066406
2015-10-05,30.3743953704834,72.55496215820312
2015-10-06,30.337360382080078,73.50912475585938
2015-10-07,30.752120971679688,74.60717010498047
2015-10-08,31.09283447265625,74.94795227050781
2015-10-09,31.122451782226562,75.32656860351562
2015-10-12,31.107654571533203,75.07667541503906
2015-10-13,30.848419189453125,74.1528091430664
2015-10-14,30.87062644958496,73.82715606689453
2015-10-15,31.048398971557617,74.4254150390625
2015-10-16,31.122451782226562,75.50076293945312
2015-10-19,31.100231170654297,75.8642578125
2015-10-20,31.322437286376953,75.93238067626953
2015-10-21,31.248363494873047,75.91725158691406
2015-10-22,32.02606201171875,78.06037902832031
2015-10-23,31.692766189575195,77.5681381225586
2015-10-26,31.54464340209961,77.65142822265625
2015-10-27,31.559452056884766,77.954345703125
2015-10-28,31.648311614990234,77.80288696289062
2015-10-29,31.692766189575195,77.84834289550781
2015-10-30,31.36687660217285,77.38641357421875
2015-11-02,31.28540802001953,76.78813934326172
2015-11-03,31.22614288330078,76.42464447021484
2015-11-04,31.085430145263672,76.19746398925781
2015-11-05,31.352069854736328,76.18988800048828
2015-11-06,31.078027725219727,75.51590728759766
2015-11-09,30.766952514648438,74.87977600097656
2015-11-10,30.937286376953125,74.84193420410156
2015-11-11,31.137271881103516,75.29627990722656
2015-11-12,30.796571731567383,74.49357604980469
2015-11-13,30.6484317779541,74.2436752319336
2015-11-16,31.078027725219727,75.39474487304688
2015-11-17,30.863229751586914,74.84193420410156
2015-11-18,31.31503677368164,75.93238067626953
2015-11-19,31.929779052734375,76.43221282958984
2015-11-20,31.426132202148438,75.80365753173828
2015-11-23,31.818681716918945,76.37162780761719
2015-11-24,32.11494445800781,76.20501708984375
2015-11-25,32.11494445800781,76.10658264160156
2015-11-27,32.20450973510742,76.28833770751953
2015-11-30,31.80893898010254,75.84911346435547
2015-12-01,32.01045608520508,76.53064727783203
2015-12-02,31.920894622802734,75.86187744140625
2015-12-03,31.689533233642578,75.56446075439453
2015-12-04,32.30898666381836,77.06673431396484
2015-12-07,32.2418098449707,76.76934814453125
2015-12-08,32.10000991821289,76.3880615234375
2015-12-09,31.83879280090332,75.594970703125
2015-12-10,31.913423538208008,75.41956329345703
2015-12-11,31.5477237701416,74.56547546386719
2015-12-14,31.68206024169922,74.69511413574219
2015-12-15,32.14479446411133,75.79324340820312
2015-12-16,32.71946716308594,77.08202362060547
2015-12-17,32.458251953125,76.41092681884766
2015-12-18,31.719388961791992,74.656982421875
2015-12-21,31.928363800048828,75.20606231689453
2015-12-22,32.30898666381836,76.10589599609375
2015-12-23,32.59259796142578,76.74647521972656
2015-12-24,32.495574951171875,76.67020416259766
2015-12-28,32.458251953125,76.77698516845703
2015-12-29,32.6224479675293,77.36417388916016
2015-12-30,32.51795959472656,77.13539123535156
2015-12-31,32.06270217895508,76.19743347167969
2016-01-04,31.64474868774414,75.32044982910156
2016-01-05,31.756685256958008,75.83899688720703
2016-01-06,31.585046768188477,75.86187744140625
2016-01-07,31.06259536743164,74.40532684326172
2016-01-08,30.980491638183594,74.13082122802734
2016-01-11,31.032751083374023,74.30619049072266
2016-01-12,31.43575668334961,74.44347381591797
2016-01-13,31.234256744384766,73.58937072753906
2016-01-14,31.256643295288086,73.06317901611328
2016-01-15,30.97304344177246,71.62955474853516
2016-01-19,31.286508560180664,73.03269958496094
2016-01-20,30.883472442626953,71.50750732421875
2016-01-21,30.89093780517578,72.04134368896484
2016-01-22,31.390995025634766,73.09368133544922
2016-01-25,31.46561622619629,73.1623306274414
2016-01-26,31.405914306640625,73.45209503173828
2016-01-27,31.41338348388672,73.1623306274414
2016-01-28,31.771625518798828,74.3138427734375
2016-01-29,32.0328483581543,75.72460174560547
2016-02-01,32.09254837036133,75.51873779296875
2016-02-02,31.674598693847656,74.89338684082031
2016-02-03,31.883569717407227,75.28229522705078
2016-02-04,31.74177360534668,74.26807403564453
2016-02-05,31.674598693847656,74.21466827392578
2016-02-08,31.831327438354492,74.36719512939453
2016-02-09,32.31645584106445,74.94678497314453
2016-02-10,31.756685256958008,74.44347381591797
2016-02-11,31.652206420898438,73.89440155029297
2016-02-12,32.174652099609375,75.1069107055664
2016-02-16,32.36123275756836,75.19080352783203
2016-02-17,32.458251953125,75.91524505615234
2016-02-18,32.547821044921875,75.9686279296875
2016-02-19,32.6672248840332,75.93812561035156
2016-02-22,32.79410934448242,76.15928649902344
2016-02-23,32.60752487182617,75.90763092041016
2016-02-24,32.7717170715332,76.01438903808594
2016-02-25,32.95829772949219,76.76934814453125
2016-02-26,32.19702911376953,75.00779724121094
2016-02-29,32.1895751953125,74.59598541259766
2016-03-01,32.60752487182617,75.56446075439453
2016-03-02,32.6672248840332,75.52068328857422
2016-03-03,32.809043884277344,76.15816497802734
2016-03-04,32.92098617553711,76.80330657958984
2016-03-07,32.846351623535156,76.2272720336914
2016-03-08,33.077720642089844,76.60360717773438
2016-03-09,33.44343185424805,76.95690155029297
2016-03-10,33.75687789916992,77.40235900878906
2016-03-11,33.99757766723633,77.80943298339844
2016-03-14,34.06526565551758,77.30252838134766
2016-03-15,34.02767562866211,77.6865463256836
2016-03-16,33.88474655151367,77.44076538085938
2016-03-17,34.426307678222656,78.23951721191406
2016-03-18,34.29844665527344,77.7940673828125
2016-03-21,34.35108947753906,77.98606872558594
2016-03-22,34.223228454589844,77.39469146728516
2016-03-23,34.1931266784668,77.42540740966797
2016-03-24,34.283390045166016,77.32556915283203
2016-03-28,34.44887161254883,77.55597686767578
2016-03-29,34.960330963134766,77.85551452636719
2016-03-30,35.03555679321289,78.86932373046875
2016-03-31,34.892642974853516,78.70804595947266
2016-04-01,35.223594665527344,79.70645904541016
2016-04-04,35.26872253417969,79.73719787597656
2016-04-05,34.997947692871094,79.18421936035156
2016-04-06,35.133338928222656,79.81400299072266
2016-04-07,34.87007522583008,79.5682144165039
2016-04-08,35.25368881225586,80.70492553710938
2016-04-11,34.93024444580078,80.10584259033203
2016-04-12,35.088199615478516,80.5743637084961
2016-04-13,34.629390716552734,79.96761322021484
2016-04-14,34.471439361572266,79.23027801513672
2016-04-15,34.67451858520508,79.69877624511719
2016-04-18,34.764774322509766,79.6603775024414
2016-04-19,35.05059051513672,80.12122344970703
2016-04-20,33.37327575683594,78.67730712890625
2016-04-21,32.839263916015625,77.56366729736328
2016-04-22,33.50114822387695,78.32402038574219
2016-04-25,33.6290168762207,78.95380401611328
2016-04-26,33.493629455566406,78.80017852783203
2016-04-27,33.6064567565918,78.82323455810547
2016-04-28,33.56884765625,79.08436584472656
2016-04-29,33.696720123291016,79.07667541503906
2016-05-02,33.832096099853516,79.4376449584961
2016-05-03,33.72678756713867,79.53749084472656
2016-05-04,33.832096099853516,79.89079284667969
2016-05-05,33.892269134521484,80.03671264648438
2016-05-06,34.087833404541016,80.61274719238281
2016-05-09,34.02767562866211,80.8585205078125
2016-05-10,34.411258697509766,81.84928131103516
2016-05-11,34.1931266784668,81.1964340209961
2016-05-12,34.471439361572266,81.48829650878906
2016-05-13,34.11039733886719,80.01366424560547
2016-05-16,34.31348419189453,79.97526550292969
2016-05-17,33.65910339355469,78.62353515625
2016-05-18,33.45601272583008,77.50222778320312
2016-05-19,33.33566665649414,77.82479095458984
2016-05-20,33.057376861572266,76.88009643554688
2016-05-23,33.072425842285156,77.12586975097656
2016-05-24,33.37327575683594,77.64044952392578
2016-05-25,33.38080596923828,77.64044952392578
2016-05-26,33.61397933959961,78.26256561279297
2016-05-27,33.681663513183594,78.30863952636719
2016-05-31,33.54627990722656,77.701904296875
2016-06-01,33.621498107910156,78.59407806396484
2016-06-02,33.636539459228516,78.92682647705078
2016-06-03,33.87722396850586,79.3369140625
2016-06-06,34.12543487548828,79.46847534179688
2016-06-07,34.087833404541016,79.30596160888672
2016-06-08,34.26082992553711,79.83989715576172
2016-06-09,34.41878890991211,80.21131134033203
2016-06-10,34.59178161621094,79.94046783447266
2016-06-13,34.197654724121094,79.74703979492188
2016-06-14,34.137020111083984,79.8785629272461
2016-06-15,34.114280700683594,79.59227752685547
2016-06-16,34.34165573120117,80.35832977294922
2016-06-17,33.94753646850586,80.0178451538086
2016-06-20,34.0915412902832,79.9869155883789
2016-06-21,34.20524215698242,80.53631591796875
2016-06-22,34.00059509277344,80.2732162475586
2016-06-23,34.16733932495117,80.81487274169922
2016-06-24,33.29572677612305,78.91133117675781
2016-06-27,33.182029724121094,79.02739715576172
2016-06-28,33.48520278930664,79.03514862060547
2016-06-29,33.68226623535156,79.79344940185547
2016-06-30,34.3568229675293,81.97554016113281
2016-07-01,34.197654724121094,81.73568725585938
2016-07-05,34.4326057434082,82.34696197509766
2016-07-06,34.31134796142578,81.96009063720703
2016-07-07,34.1749267578125,83.17491912841797
2016-07-08,34.394710540771484,83.77848815917969
2016-07-11,34.538726806640625,84.27372741699219
2016-07-12,34.54631042480469,84.18087005615234
2016-07-13,34.66756820678711,85.04750061035156
2016-07-14,34.62965774536133,85.08619689941406
2016-07-15,34.58420944213867,84.85408782958984
2016-07-18,34.58420944213867,84.50585174560547
2016-07-19,34.58420944213867,84.7534408569336
2016-07-20,34.49325180053711,84.28145599365234
2016-07-21,34.44778823852539,84.01837158203125
2016-07-22,34.73578643798828,84.49039459228516
2016-07-25,34.538726806640625,84.35884094238281
2016-07-26,34.015750885009766,83.7243423461914
2016-07-27,32.89402389526367,83.16720581054688
2016-07-28,33.0835075378418,83.6701431274414
2016-07-29,33.06834411621094,84.28145599365234
2016-08-01,32.93193054199219,84.28917694091797
2016-08-02,32.99254608154297,84.12670135498047
2016-08-03,33.075931549072266,83.60052490234375
2016-08-04,32.97740173339844,83.89458465576172
2016-08-05,32.95465087890625,84.08026123046875
2016-08-08,32.92434310913086,83.67788696289062
2016-08-09,32.94707107543945,83.7862319946289
2016-08-10,33.05319595336914,84.2040786743164
2016-08-11,33.159297943115234,83.94098663330078
2016-08-12,33.37152099609375,84.02609252929688
2016-08-15,33.53068542480469,84.12670135498047
2016-08-16,33.219940185546875,83.56957244873047
2016-08-17,33.39425277709961,83.9332504272461
2016-08-18,33.42456817626953,83.7862319946289
2016-08-19,33.28814697265625,83.70111083984375
2016-08-22,33.1517219543457,83.53860473632812
2016-08-23,33.23509216308594,83.47671508789062
2016-08-24,33.23509216308594,83.6546859741211
2016-08-25,33.098663330078125,83.47671508789062
2016-08-26,32.8333854675293,83.14397430419922
2016-08-29,33.0001335144043,83.56181335449219
2016-08-30,32.772762298583984,82.958251953125
2016-08-31,32.91676330566406,83.18660736083984
2016-09-01,32.85612869262695,83.6073989868164
2016-09-02,33.09108352661133,84.05935668945312
2016-09-06,33.189613342285156,84.0983657836914
2016-09-07,33.075931549072266,83.54508209228516
2016-09-08,33.06834411621094,83.28789520263672
2016-09-09,32.037567138671875,81.08259582519531
2016-09-12,32.734859466552734,82.61772155761719
2016-09-13,32.30695724487305,81.50338745117188
2016-09-14,32.17705535888672,81.86184692382812
2016-09-15,32.36808395385742,82.1969223022461
2016-09-16,32.19997024536133,82.04107666015625
2016-09-19,32.169403076171875,82.34497833251953
2016-09-20,32.35280227661133,82.83592224121094
2016-09-21,32.497989654541016,83.48271179199219
2016-09-22,32.82654571533203,84.0203857421875
2016-09-23,32.658451080322266,83.64636993408203
2016-09-26,32.131202697753906,83.4048080444336
2016-09-27,32.54383087158203,83.76323699951172
2016-09-28,32.20762252807617,83.67752838134766
2016-09-29,32.11592483520508,83.97364807128906
2016-09-30,32.3375129699707,84.7607192993164
2016-10-03,32.11592483520508,84.35550689697266
2016-10-04,31.970739364624023,83.4593276977539
2016-10-05,31.94781494140625,82.60994720458984
2016-10-06,31.87140655517578,82.91383361816406
2016-10-07,31.886688232421875,82.59434509277344
2016-10-10,31.886688232421875,82.77356719970703
2016-10-11,31.741500854492188,82.26705932617188
2016-10-12,31.924890518188477,82.66448974609375
2016-10-13,31.909608840942383,82.539794921875
2016-10-14,31.840835571289062,83.24894714355469
2016-10-17,31.7873592376709,83.26451873779297
2016-10-18,32.07007598876953,83.34244537353516
2016-10-19,32.131202697753906,82.80474090576172
2016-10-20,32.039520263671875,82.50084686279297
2016-10-21,32.19233703613281,82.30602264404297
2016-10-24,32.52090835571289,83.62297058105469
2016-10-25,32.5056266784668,83.56063842773438
2016-10-26,32.42921829223633,83.43597412109375
2016-10-27,32.18470001220703,83.09305572509766
2016-10-28,32.26875686645508,83.43597412109375
2016-10-31,32.398651123046875,83.5372543334961
2016-11-01,32.18470001220703,83.15542602539062
2016-11-02,32.131202697753906,83.15542602539062
2016-11-03,32.11592483520508,83.09305572509766
2016-11-04,31.856117248535156,82.45405578613281
2016-11-07,32.444496154785156,83.35025787353516
2016-11-08,32.76542663574219,84.72175598144531
2016-11-09,32.29930877685547,83.57623291015625
2016-11-10,31.283031463623047,80.45915222167969
2016-11-11,31.35179901123047,80.41242218017578
2016-11-14,31.458786010742188,79.00972747802734
2016-11-15,31.66509437561035,79.36820220947266
2016-11-16,31.527545928955078,79.25908660888672
2016-11-17,31.420581817626953,79.18896484375
2016-11-18,31.26010513305664,78.94738006591797
2016-11-21,31.603965759277344,79.68768310546875
2016-11-22,31.61159896850586,80.17861938476562
2016-11-23,31.420581817626953,79.11883544921875
2016-11-25,31.73386001586914,79.61756134033203
2016-11-28,31.90196990966797,80.10071563720703
2016-11-29,31.709312438964844,79.90587615966797
2016-11-30,31.092853546142578,78.58154296875
2016-12-01,30.954158782958984,77.74156188964844
2016-12-02,31.10056495666504,78.9740219116211
2016-12-05,31.300912857055664,79.06039428710938
2016-12-06,31.26239013671875,79.71983337402344
2016-12-07,31.817203521728516,80.70896911621094
2016-12-08,31.578317642211914,80.19086456298828
2016-12-09,32.364315032958984,81.30561065673828
2016-12-12,32.287254333496094,82.2083969116211
2016-12-13,32.17937469482422,82.9227523803711
2016-12-14,31.755558013916016,82.01215362548828
2016-12-15,32.01756286621094,82.66371154785156
2016-12-16,32.16396713256836,83.11116790771484
2016-12-19,32.11001968383789,82.75003814697266
2016-12-20,32.102317810058594,82.34967803955078
2016-12-21,32.032962799072266,82.19267272949219
2016-12-22,32.01756286621094,82.70294189453125
2016-12-23,32.056095123291016,82.49883270263672
2016-12-27,32.06379699707031,82.53022003173828
2016-12-28,31.894262313842773,82.12987518310547
2016-12-29,32.056095123291016,82.42034149169922
2016-12-30,31.948198318481445,82.13772583007812
2017-01-03,32.21019744873047,82.15343475341797
2017-01-04,32.0946159362793,82.3104248046875
2017-01-05,32.171669006347656,82.20052337646484
2017-01-06,32.16396713256836,82.08280181884766
2017-01-09,31.840320587158203,81.21922302246094
2017-01-10,31.624568939208984,80.04955291748047
2017-01-11,31.632266998291016,79.92391967773438
2017-01-12,31.555204391479492,79.94747161865234
2017-01-13,31.501270294189453,79.71983337402344
2017-01-17,31.763263702392578,80.22225952148438
2017-01-18,31.817203521728516,80.65402221679688
2017-01-19,31.701614379882812,80.3556900024414
2017-01-20,31.840320587158203,81.0465316772461
2017-01-23,31.92508316040039,81.65100860595703
2017-01-24,32.287254333496094,82.20052337646484
2017-01-25,32.456790924072266,82.12203216552734
2017-01-26,32.2179069519043,81.7530746459961
2017-01-27,31.940494537353516,81.23494720458984
2017-01-30,31.886558532714844,81.39979553222656
2017-01-31,32.032962799072266,81.4704360961914
2017-02-01,31.79408073425293,80.86598205566406
2017-02-02,31.901981353759766,81.6667251586914
2017-02-03,32.00984573364258,82.5145492553711
2017-02-06,32.0252571105957,82.09062194824219
2017-02-07,32.287254333496094,82.90706634521484
2017-02-08,32.379730224609375,82.9698715209961
2017-02-09,31.7863826751709,83.18965148925781
2017-02-10,31.270090103149414,83.29171752929688
2017-02-13,31.300912857055664,83.6214370727539
2017-02-14,31.231571197509766,83.93547058105469
2017-02-15,31.16221046447754,83.7862777709961
2017-02-16,31.747854232788086,84.87747955322266
2017-02-17,31.770971298217773,84.90103149414062
2017-02-21,31.948198318481445,85.85093688964844
2017-02-22,32.056095123291016,85.89018249511719
2017-02-23,32.102317810058594,85.99221801757812
2017-02-24,32.19478225708008,86.21988677978516
2017-02-27,32.11001968383789,85.7802734375
2017-02-28,32.3334846496582,86.65164184570312
2017-03-01,32.48761749267578,86.73304748535156
2017-03-02,32.72649002075195,87.03343200683594
2017-03-03,32.73420333862305,87.38911437988281
2017-03-06,32.503021240234375,86.65400695800781
2017-03-07,32.35660934448242,86.40897369384766
2017-03-08,32.35660934448242,86.39318084716797
2017-03-09,32.38743209838867,86.17186737060547
2017-03-10,32.58778762817383,86.6224136352539
2017-03-13,32.67329788208008,86.48013305664062
2017-03-14,32.62665557861328,86.42479705810547
2017-03-15,32.74326705932617,87.8238296508789
2017-03-16,32.84431838989258,87.84757995605469
2017-03-17,32.67329788208008,88.04517364501953
2017-03-20,32.78990173339844,87.85546112060547
2017-03-21,33.038665771484375,88.34551239013672
2017-03-22,32.945377349853516,88.54312896728516
2017-03-23,32.78212356567383,88.35342407226562
2017-03-24,32.74326705932617,88.62217712402344
2017-03-27,32.898746490478516,88.39293670654297
2017-03-28,32.984256744384766,88.88301086425781
2017-03-29,32.97647476196289,88.8672103881836
2017-03-30,33.11640167236328,88.66960144042969
2017-03-31,32.99200439453125,88.41666412353516
2017-04-03,32.968692779541016,88.41666412353516
2017-04-04,33.1785888671875,88.59056854248047
2017-04-05,33.09307861328125,88.47989654541016
2017-04-06,33.17082214355469,88.19535827636719
2017-04-07,33.124168395996094,88.21907806396484
2017-04-10,33.186363220214844,88.54312896728516
2017-04-11,33.163047790527344,88.31389617919922
2017-04-12,33.380706787109375,89.79989624023438
2017-04-13,33.264102935791016,89.0648193359375
2017-04-17,33.48176956176758,89.57069396972656
2017-04-18,33.800498962402344,90.32947540283203
2017-04-19,33.60615921020508,89.80781555175781
2017-04-20,33.497318267822266,89.78408813476562
2017-04-21,33.48176956176758,89.6576156616211
2017-04-24,33.645015716552734,90.36112213134766
2017-04-25,33.51287078857422,90.23462677001953
2017-04-26,33.61393356323242,89.57859802246094
2017-04-27,33.43512725830078,89.03318786621094
2017-04-28,33.54396438598633,89.53905487060547
2017-05-01,33.598384857177734,88.7486343383789
2017-05-02,33.73054885864258,88.75655364990234
2017-05-03,33.67611312866211,88.36131286621094
2017-05-04,33.9404296875,89.28614807128906
2017-05-05,33.963748931884766,89.49164581298828
2017-05-08,34.119232177734375,89.49164581298828
2017-05-09,33.82380294799805,89.0964584350586
2017-05-10,33.870460510253906,89.1912841796875
2017-05-11,33.94820022583008,89.34935760498047
2017-05-12,33.886016845703125,89.2466049194336
2017-05-15,33.994842529296875,90.06075286865234
2017-05-16,34.0881233215332,89.94216918945312
2017-05-17,34.15032196044922,89.90264892578125
2017-05-18,34.049259185791016,90.13188934326172
2017-05-19,34.12699890136719,89.86312866210938
2017-05-22,34.344669342041016,90.66146087646484
2017-05-23,34.50791931152344,90.93810272216797
2017-05-24,35.005435943603516,91.73643493652344
2017-05-25,35.30084228515625,92.89834594726562
2017-05-26,35.2852897644043,93.19871520996094
2017-05-30,35.31637954711914,93.27777099609375
2017-05-31,35.34748840332031,93.01116943359375
2017-06-01,35.59624481201172,93.29766082763672
