datetime,AAVE & USD,ADA & USD,ALGO & USD,ATOM & USD,AVAX & USD,AXS & USD,BAL & USD,BCH & USD,BTC & USD,CRV & USD,DOGE & USD,DOT & USD,ETH & USD,LINK & USD,LTC & USD,MATIC & USD,SHIB & USD,SNX & USD,SOL & USD,UNI & USD,XRP & USD
2022-01-01 00:00:00,262.09,1.3301,1.6917,33.44,111.7,94.38,17.71,434.84,46656.13,5.57,0.1719,27.25,3723.04,19.99,149.09,2.5796,3.38e-05,5.64,172.4,17.21,0.8395
2022-01-01 01:00:00,260.0,1.3278,1.6822,33.67,109.73,93.98,17.75,434.95,46778.14,5.67,0.172,27.22,3724.89,20.0,148.24,2.5753,3.37e-05,5.76,172.72,17.26,0.8396
2022-01-01 02:00:00,260.08,1.3255,1.6832,33.8,110.76,94.31,17.69,434.76,46811.77,5.58,0.1717,27.18,3728.32,19.87,148.02,2.5756,3.38e-05,5.75,172.7,17.25,0.8425
2022-01-01 03:00:00,261.15,1.3246,1.6842,33.41,109.71,93.8,17.78,434.95,46813.2,5.58,0.1713,27.19,3723.96,19.76,147.69,2.5831,3.36e-05,5.74,172.89,17.14,0.841
2022-01-01 04:00:00,258.77,1.3078,1.6659,33.71,108.98,93.56,17.79,432.71,46711.05,5.6,0.1701,26.91,3708.21,19.53,146.75,2.5497,3.35e-05,5.65,171.35,17.19,0.8346
2022-01-01 05:00:00,261.35,1.3273,1.6766,33.48,109.84,94.45,17.85,435.43,47192.55,5.69,0.1717,27.23,3735.61,19.83,148.14,2.5748,3.37e-05,5.7,173.31,17.32,0.8421
2022-01-01 06:00:00,259.28,1.3165,1.6664,33.5,109.37,93.67,17.77,433.67,46979.62,5.71,0.171,27.16,3711.92,19.7,147.16,2.5584,3.37e-05,5.7,172.43,17.14,0.8377
2022-01-01 07:00:00,258.88,1.3244,1.669,33.67,110.41,94.01,17.75,435.22,47194.73,5.75,0.1713,27.38,3715.31,19.8,147.98,2.5614,3.39e-05,5.73,173.12,17.25,0.8412
2022-01-01 08:00:00,257.17,1.3264,1.6628,33.5,109.9,94.1,17.8,437.95,47124.82,5.81,0.1717,27.27,3721.4,19.85,148.09,2.5513,3.37e-05,5.7,172.85,17.19,0.8394
2022-01-01 09:00:00,255.6,1.3275,1.6586,33.37,109.91,93.4,17.77,437.58,47143.98,5.83,0.1712,27.24,3718.67,19.78,148.01,2.5416,3.38e-05,5.67,172.75,17.13,0.8425
2022-01-01 10:00:00,253.12,1.3173,1.6407,33.2,109.15,92.14,17.66,435.63,46871.08,5.91,0.1707,27.03,3691.39,19.65,147.26,2.5242,3.36e-05,5.65,171.86,17.02,0.8385
2022-01-01 11:00:00,251.36,1.3184,1.6408,33.4,109.16,91.94,17.64,434.86,46758.87,5.93,0.1705,27.06,3693.37,19.61,147.44,2.5153,3.37e-05,5.63,171.56,16.98,0.8388
2022-01-01 12:00:00,252.75,1.3308,1.6599,34.02,109.8,92.68,17.83,438.76,47074.05,5.92,0.1714,27.27,3716.28,19.82,148.38,2.5358,3.38e-05,5.76,172.75,17.09,0.8425
2022-01-01 13:00:00,254.29,1.329,1.6574,34.4,110.28,92.78,17.88,437.12,47023.24,5.8,0.1712,27.2,3710.03,19.8,147.89,2.5235,3.39e-05,5.8,172.63,17.1,0.8409
2022-01-01 14:00:00,253.22,1.3275,1.6566,34.93,109.24,92.49,17.88,440.24,46926.22,5.78,0.1714,27.22,3697.61,19.84,148.36,2.5075,3.36e-05,5.77,172.54,17.05,0.8399
2022-01-01 15:00:00,255.07,1.3337,1.6686,35.37,109.47,92.82,17.92,441.22,47219.04,5.87,0.172,27.59,3725.3,20.06,149.27,2.5397,3.4e-05,5.88,173.88,17.13,0.8425
2022-01-01 16:00:00,255.98,1.3352,1.6819,35.48,111.02,93.02,18.2,442.86,47268.62,6.16,0.172,27.49,3727.62,20.1,149.35,2.5402,3.38e-05,5.91,173.71,17.15,0.8448
2022-01-01 17:00:00,259.4,1.3463,1.7164,37.04,113.55,93.89,18.36,443.95,47754.48,6.24,0.1733,27.97,3760.77,20.33,150.61,2.5716,3.42e-05,5.93,175.06,17.34,0.8511
2022-01-01 18:00:00,258.55,1.3441,1.7591,36.57,113.08,93.69,18.44,443.59,47560.55,6.24,0.1732,27.91,3752.58,20.31,150.26,2.5738,3.41e-05,5.95,175.57,17.32,0.8516
2022-01-01 19:00:00,257.13,1.3466,1.7512,36.36,112.68,93.77,18.49,442.84,47329.78,6.13,0.1726,27.99,3747.61,20.21,149.91,2.5815,3.39e-05,5.93,177.38,17.32,0.8521
2022-01-01 20:00:00,258.74,1.3537,1.7537,36.71,113.34,93.84,18.53,443.86,47391.82,6.21,0.1725,28.34,3761.02,20.34,150.22,2.5646,3.41e-05,5.95,177.75,17.38,0.8457
2022-01-01 21:00:00,259.08,1.3614,1.7484,36.28,113.29,93.78,18.58,442.65,47319.67,6.2,0.1723,28.3,3748.65,20.39,149.8,2.5525,3.4e-05,5.94,176.4,17.29,0.846
2022-01-01 22:00:00,261.44,1.373,1.746,36.28,113.53,93.83,18.47,443.15,47440.74,6.19,0.1728,28.33,3757.89,20.45,150.16,2.5522,3.4e-05,5.89,177.4,17.29,0.8474
2022-01-01 23:00:00,266.48,1.3797,1.7433,36.33,114.26,94.19,18.71,445.07,47722.65,6.21,0.1733,28.61,3765.54,20.75,150.83,2.5724,3.41e-05,5.99,179.21,17.47,0.8507
2022-01-02 00:00:00,263.77,1.373,1.765,35.56,116.35,94.29,18.6,446.72,47625.3,6.1,0.173,28.39,3761.58,21.06,150.26,2.5484,3.41e-05,5.92,178.6,17.48,0.846
2022-01-02 01:00:00,260.88,1.3515,1.7127,35.34,114.77,94.09,18.47,447.45,47377.97,6.11,0.1724,28.14,3747.0,20.98,149.53,2.5385,3.39e-05,5.9,178.02,17.31,0.8424
2022-01-02 02:00:00,260.2,1.3561,1.7429,35.37,115.84,93.87,18.7,449.45,47370.5,6.2,0.1726,28.11,3746.5,20.86,149.54,2.5223,3.39e-05,6.01,178.42,17.37,0.8436
2022-01-02 03:00:00,258.31,1.3564,1.724,35.65,117.45,94.06,18.8,448.52,47329.47,6.35,0.1727,28.21,3758.55,21.05,150.13,2.5355,3.38e-05,5.98,177.75,17.4,0.8438
2022-01-02 04:00:00,256.15,1.3492,1.7052,35.78,116.99,93.57,18.66,444.56,46910.3,6.2,0.1711,27.98,3724.34,20.72,148.45,2.526,3.35e-05,5.88,175.92,17.19,0.839
2022-01-02 05:00:00,254.91,1.3558,1.7049,36.21,116.0,94.11,18.89,447.51,47081.28,6.37,0.1718,28.41,3744.69,20.88,149.27,2.5326,3.38e-05,5.97,176.66,17.21,0.8432
2022-01-02 06:00:00,256.35,1.3578,1.7028,35.87,115.11,93.83,18.89,446.56,47122.61,6.35,0.172,28.35,3738.52,20.75,149.05,2.5241,3.38e-05,5.92,175.85,17.2,0.8417
2022-01-02 07:00:00,255.76,1.3552,1.6981,35.7,116.01,93.87,19.05,445.27,47173.45,6.37,0.172,28.38,3747.22,20.75,149.36,2.5305,3.39e-05,5.95,175.86,17.2,0.8425
2022-01-02 08:00:00,254.99,1.357,1.6982,35.4,115.55,94.22,18.92,446.44,47222.4,6.28,0.1723,28.47,3744.0,20.9,149.56,2.5278,3.39e-05,5.98,175.05,17.23,0.8438
2022-01-02 09:00:00,257.24,1.3582,1.7021,35.48,115.31,94.2,18.96,447.3,47273.24,6.27,0.1731,28.79,3753.48,21.07,149.97,2.5399,3.41e-05,6.04,175.76,17.39,0.8474
2022-01-02 10:00:00,255.84,1.3611,1.6853,35.14,115.78,94.52,19.17,445.95,47188.89,6.2,0.1725,28.67,3743.16,20.97,149.45,2.5295,3.4e-05,6.03,175.38,17.32,0.8444
2022-01-02 11:00:00,256.29,1.3642,1.6747,34.9,115.76,94.06,19.06,445.38,47235.5,6.13,0.1731,28.92,3744.01,21.08,149.45,2.522,3.39e-05,6.14,175.67,17.36,0.8453
2022-01-02 12:00:00,257.38,1.3675,1.6791,35.05,115.88,94.38,19.17,446.67,47292.95,6.14,0.1735,29.17,3753.95,21.24,149.95,2.5312,3.4e-05,6.15,175.96,17.43,0.8466
2022-01-02 13:00:00,255.67,1.3587,1.6714,34.82,115.16,94.48,19.31,443.62,47137.35,6.07,0.1729,29.2,3745.28,21.31,149.51,2.5192,3.39e-05,6.11,176.02,17.42,0.8447
2022-01-02 14:00:00,255.61,1.3615,1.6693,34.95,113.92,95.25,19.27,445.55,47112.55,6.0,0.173,29.46,3752.59,21.3,149.97,2.5205,3.38e-05,6.06,175.42,17.52,0.8456
2022-01-02 15:00:00,256.28,1.37,1.681,35.61,114.33,95.42,19.25,447.29,47340.47,6.04,0.1746,29.74,3778.17,21.43,151.45,2.5331,3.4e-05,6.1,176.3,17.54,0.8556
2022-01-02 16:00:00,261.06,1.385,1.702,35.36,115.7,96.39,19.48,451.17,47792.3,6.11,0.1759,30.44,3838.62,21.94,152.81,2.5671,3.43e-05,6.15,178.02,17.94,0.8613
2022-01-02 17:00:00,260.76,1.3798,1.6944,34.72,115.28,95.95,19.56,449.68,47401.14,6.07,0.1742,30.23,3823.82,22.13,152.6,2.5548,3.4e-05,6.26,177.78,17.82,0.8569
2022-01-02 18:00:00,259.92,1.3683,1.6815,34.86,114.22,95.13,19.54,446.71,47058.12,5.98,0.1737,29.85,3795.06,21.95,151.35,2.5312,3.4e-05,6.22,175.84,17.71,0.8524
2022-01-02 19:00:00,259.7,1.3617,1.6786,34.68,112.29,95.16,19.36,444.83,46907.68,5.98,0.1732,29.93,3798.72,22.0,151.22,2.5222,3.39e-05,6.22,175.35,17.87,0.8513
2022-01-02 20:00:00,261.19,1.3646,1.6697,35.1,113.0,95.31,19.3,445.8,47007.14,5.97,0.1734,29.96,3810.26,21.95,151.25,2.5128,3.39e-05,6.27,175.72,18.05,0.8519
2022-01-02 21:00:00,262.17,1.3628,1.6651,34.99,112.93,95.61,19.46,445.42,47018.03,5.96,0.1735,29.61,3811.57,21.9,150.4,2.5148,3.39e-05,6.31,175.77,18.02,0.8527
2022-01-02 22:00:00,266.86,1.3711,1.67,35.41,113.62,96.11,19.7,447.26,47255.38,6.03,0.1746,30.01,3827.7,21.76,151.19,2.5324,3.4e-05,6.27,176.89,18.27,0.8559
2022-01-02 23:00:00,265.45,1.3779,1.6739,35.54,113.21,96.42,19.62,447.83,47286.18,6.05,0.1744,29.7,3828.27,21.88,151.2,2.5506,3.41e-05,6.24,176.32,18.41,0.8586
2022-01-03 00:00:00,263.68,1.3629,1.667,34.84,112.65,96.08,19.43,445.87,47050.08,5.95,0.1731,29.72,3807.03,21.74,150.62,2.5185,3.39e-05,6.31,175.26,18.36,0.8522
2022-01-03 01:00:00,266.54,1.3682,1.6643,35.03,113.02,95.97,19.38,445.48,47116.71,5.98,0.1731,29.83,3805.78,21.52,150.41,2.5164,3.38e-05,6.37,174.62,18.43,0.852
2022-01-03 02:00:00,266.18,1.3611,1.6516,34.65,112.38,95.47,19.12,444.94,46999.98,5.81,0.1728,29.5,3798.45,21.47,150.12,2.4941,3.37e-05,6.27,173.4,18.45,0.8484
2022-01-03 03:00:00,266.46,1.3509,1.6374,34.45,110.84,95.07,18.98,442.58,46793.26,5.79,0.172,28.81,3785.0,21.37,149.55,2.4753,3.36e-05,6.13,172.81,18.35,0.8451
2022-01-03 04:00:00,272.35,1.3488,1.6448,34.58,111.64,95.8,19.09,441.65,46822.26,5.8,0.1712,28.88,3791.87,21.33,149.75,2.4857,3.36e-05,6.22,172.13,18.4,0.8431
2022-01-03 05:00:00,273.78,1.3562,1.6543,34.87,112.37,96.29,19.28,443.55,47078.64,5.88,0.1722,29.07,3812.13,21.68,150.63,2.4969,3.37e-05,6.35,173.54,18.58,0.8473
2022-01-03 06:00:00,272.19,1.3491,1.6433,34.64,111.12,95.55,19.08,441.58,46923.75,5.84,0.1715,28.72,3803.17,21.56,149.8,2.481,3.37e-05,6.28,173.23,18.55,0.8436
2022-01-03 07:00:00,275.5,1.3526,1.648,35.32,111.86,96.14,19.08,442.61,47051.37,5.85,0.1723,28.91,3808.88,21.69,150.07,2.4884,3.37e-05,6.36,173.12,18.53,0.8425
2022-01-03 08:00:00,275.52,1.3554,1.6512,36.86,112.04,96.15,19.11,442.93,46978.82,5.89,0.1722,28.97,3807.4,21.97,149.83,2.4779,3.38e-05,6.36,173.02,18.64,0.8407
2022-01-03 09:00:00,279.28,1.3579,1.6649,37.5,112.17,96.3,19.13,441.76,46984.55,5.93,0.1719,29.28,3808.86,22.13,149.82,2.4829,3.38e-05,6.43,173.27,18.84,0.8364
2022-01-03 10:00:00,283.73,1.3613,1.671,37.78,111.09,97.07,19.47,443.74,47126.02,6.25,0.1724,29.48,3823.97,22.53,150.31,2.4816,3.39e-05,6.55,174.06,19.1,0.8376
2022-01-03 11:00:00,283.38,1.3707,1.6922,37.47,111.85,97.54,19.59,445.46,47378.0,6.39,0.1732,30.03,3834.61,22.48,150.78,2.5099,3.4e-05,6.48,174.75,18.93,0.8448
2022-01-03 12:00:00,277.56,1.3609,1.6805,37.79,111.49,97.24,19.67,444.21,47194.39,6.39,0.1726,29.86,3819.1,22.38,150.46,2.4929,3.4e-05,6.4,174.02,18.82,0.8399
2022-01-03 13:00:00,277.2,1.3655,1.7222,38.28,112.54,97.39,19.72,444.65,47153.5,6.7,0.1726,30.44,3819.29,23.21,150.52,2.4882,3.4e-05,6.57,174.72,18.91,0.8424
2022-01-03 14:00:00,274.37,1.3602,1.7071,38.0,112.15,96.76,19.85,442.94,46874.53,6.49,0.1712,30.5,3804.19,22.87,149.81,2.4792,3.39e-05,6.62,173.95,18.73,0.84
2022-01-03 15:00:00,272.28,1.3532,1.7365,38.02,110.74,95.69,19.61,441.66,46693.45,6.46,0.1704,30.17,3784.04,22.65,148.8,2.4642,3.38e-05,6.74,170.93,18.54,0.8383
2022-01-03 16:00:00,265.98,1.3333,1.7503,37.86,109.4,94.5,19.41,438.24,46482.34,6.29,0.17,29.66,3748.93,22.31,148.09,2.4457,3.34e-05,6.71,170.26,18.26,0.8328
2022-01-03 17:00:00,269.1,1.339,1.7691,38.03,109.92,94.81,19.51,437.76,46577.15,6.4,0.1704,29.7,3761.65,23.07,148.3,2.4589,3.35e-05,6.59,170.68,18.5,0.835
2022-01-03 18:00:00,272.52,1.3414,1.8064,37.93,109.35,94.35,19.51,437.66,46472.73,6.31,0.1697,30.11,3752.4,23.03,148.19,2.453,3.33e-05,6.67,170.71,18.35,0.8333
2022-01-03 19:00:00,272.25,1.329,1.8253,38.0,108.06,93.73,19.27,435.87,46360.01,6.31,0.1692,29.89,3738.4,22.88,147.94,2.4504,3.32e-05,6.64,169.95,18.27,0.8328
2022-01-03 20:00:00,268.27,1.3186,1.8232,37.56,108.13,92.59,18.93,432.66,45922.0,6.25,0.1688,29.69,3699.02,22.54,146.78,2.3928,3.27e-05,6.65,168.49,18.03,0.8258
2022-01-03 21:00:00,269.05,1.3243,1.7976,37.87,108.15,92.8,19.04,432.86,45979.01,6.25,0.1694,29.82,3723.38,22.88,147.21,2.4077,3.29e-05,6.75,169.01,18.05,0.8283
2022-01-03 22:00:00,271.09,1.322,1.7892,39.33,108.4,93.85,19.11,434.44,46217.9,6.32,0.17,30.4,3751.99,23.38,148.03,2.4254,3.29e-05,7.08,170.03,18.19,0.8335
2022-01-03 23:00:00,267.25,1.3186,1.7949,39.29,108.09,94.38,19.14,434.61,46446.1,6.53,0.1703,30.09,3765.89,23.72,148.43,2.4322,3.31e-05,7.19,170.13,18.47,0.8324
2022-01-04 00:00:00,260.47,1.3051,1.8096,38.72,107.11,93.21,18.93,431.8,46244.37,6.4,0.1695,29.97,3743.11,23.28,147.53,2.4017,3.28e-05,7.22,168.38,18.63,0.829
2022-01-04 01:00:00,256.98,1.3012,1.7509,38.37,106.15,93.16,18.94,430.46,46054.99,6.42,0.1692,29.87,3732.26,23.19,146.98,2.3867,3.27e-05,7.14,167.84,18.5,0.8259
2022-01-04 02:00:00,257.1,1.3062,1.8164,37.7,106.4,93.58,18.93,429.45,46103.36,6.52,0.1692,29.75,3725.81,23.0,147.2,2.3858,3.26e-05,6.87,167.7,18.44,0.8258
2022-01-04 03:00:00,257.03,1.3138,1.7814,37.97,105.63,94.13,19.08,430.79,46313.97,6.49,0.1698,29.87,3744.23,23.1,147.66,2.4009,3.27e-05,6.94,167.81,18.02,0.8274
2022-01-04 04:00:00,254.25,1.3087,1.7511,38.99,105.47,94.0,19.07,429.13,46100.14,6.53,0.1694,29.78,3730.84,22.97,147.16,2.385,3.27e-05,6.92,166.8,17.76,0.8278
2022-01-04 05:00:00,257.3,1.3134,1.7422,38.94,105.76,94.35,19.39,430.72,46151.66,6.69,0.1702,29.98,3742.39,23.15,147.97,2.4007,3.28e-05,7.01,167.5,17.89,0.8269
2022-01-04 06:00:00,260.19,1.315,1.7308,39.31,106.01,94.86,19.56,431.73,46367.53,6.45,0.1709,29.84,3753.33,23.37,148.38,2.4195,3.28e-05,7.13,168.0,18.15,0.8264
2022-01-04 07:00:00,260.46,1.3252,1.7354,39.37,106.34,95.3,19.68,431.17,46550.0,6.55,0.1716,29.84,3763.87,23.55,148.77,2.4256,3.3e-05,7.11,169.01,18.11,0.8277
2022-01-04 08:00:00,262.47,1.322,1.7549,39.92,106.34,94.95,19.82,431.16,46489.73,6.51,0.1712,29.57,3770.12,23.69,149.37,2.4166,3.29e-05,6.95,168.68,18.13,0.8296
2022-01-04 09:00:00,261.43,1.3206,1.7388,39.28,105.96,94.6,19.65,430.15,46356.21,6.34,0.1705,29.4,3766.93,23.48,148.69,2.4134,3.28e-05,6.91,167.81,18.11,0.8285
2022-01-04 10:00:00,265.3,1.3316,1.7506,39.86,106.81,95.16,19.98,432.81,46625.37,6.42,0.1712,29.89,3805.76,23.82,149.88,2.4842,3.31e-05,6.98,169.83,18.42,0.8323
2022-01-04 11:00:00,266.94,1.3402,1.7465,40.53,107.5,96.39,20.1,434.98,46733.77,6.39,0.1716,30.03,3836.19,24.06,150.01,2.4766,3.32e-05,7.13,171.59,18.56,0.8358
2022-01-04 12:00:00,265.43,1.3392,1.733,40.87,106.94,95.85,20.01,433.9,46641.53,6.52,0.1711,30.01,3831.79,24.11,149.74,2.4736,3.32e-05,7.03,171.73,18.5,0.8347
2022-01-04 13:00:00,267.88,1.343,1.7509,40.64,107.62,96.26,20.25,435.68,46955.22,6.54,0.171,29.7,3865.96,24.0,150.33,2.4687,3.33e-05,6.99,171.56,18.64,0.8375
2022-01-04 14:00:00,267.32,1.3466,1.7502,42.06,108.48,96.55,20.3,438.04,47333.38,6.54,0.172,29.9,3875.34,24.04,151.04,2.4794,3.34e-05,7.03,173.04,19.02,0.8419
2022-01-04 15:00:00,264.64,1.3361,1.7272,42.24,107.96,95.63,20.04,435.22,46925.35,6.37,0.1709,29.71,3849.52,23.73,150.37,2.4727,3.32e-05,6.88,172.17,18.88,0.8351
2022-01-04 16:00:00,260.99,1.3357,1.7389,42.38,107.64,95.18,20.27,435.51,46767.27,6.36,0.1706,29.93,3851.71,24.04,150.44,2.4695,3.31e-05,6.95,171.5,18.86,0.8343
2022-01-04 17:00:00,259.3,1.3364,1.7155,41.82,107.58,95.03,20.15,432.63,46555.01,6.22,0.1701,29.79,3838.3,24.1,149.24,2.4613,3.3e-05,6.92,170.05,18.8,0.8296
2022-01-04 18:00:00,251.18,1.3085,1.6745,40.98,104.98,93.6,19.33,426.97,45750.0,6.12,0.1678,29.01,3771.68,23.46,146.01,2.3893,3.24e-05,6.69,167.5,18.24,0.8198
2022-01-04 19:00:00,252.6,1.3158,1.689,42.93,103.79,94.14,19.59,428.02,46052.36,6.15,0.1685,29.18,3812.31,23.65,147.22,2.4145,3.26e-05,6.76,168.59,18.44,0.825
2022-01-04 20:00:00,257.89,1.319,1.6917,43.31,105.5,94.36,19.65,428.74,46264.92,6.21,0.1691,29.39,3816.37,24.15,147.44,2.4192,3.27e-05,6.84,168.64,18.53,0.827
2022-01-04 21:00:00,255.99,1.3199,1.6875,41.92,105.26,94.35,19.62,429.35,46221.89,6.26,0.1692,29.33,3825.99,24.19,147.64,2.407,3.28e-05,6.81,169.08,18.55,0.8286
2022-01-04 22:00:00,255.49,1.3277,1.6846,42.08,104.68,93.79,19.46,429.35,46159.91,6.2,0.1691,29.19,3816.62,23.98,147.2,2.3839,3.26e-05,6.7,168.89,18.48,0.8299
2022-01-04 23:00:00,252.03,1.3092,1.6714,42.05,103.3,92.8,19.33,427.38,45832.01,6.08,0.1684,28.69,3785.11,23.43,146.44,2.365,3.25e-05,6.6,167.72,18.21,0.8228
2022-01-05 00:00:00,256.91,1.3265,1.6977,42.17,105.12,93.95,19.63,430.05,46271.57,6.18,0.1693,29.05,3810.13,24.57,147.68,2.3908,3.27e-05,6.77,168.9,18.48,0.8276
2022-01-05 01:00:00,254.37,1.3203,1.7107,42.36,104.02,93.69,19.57,426.74,46111.5,6.12,0.1687,28.9,3793.33,25.13,147.18,2.3702,3.24e-05,6.7,167.28,18.43,0.8264
2022-01-05 02:00:00,256.79,1.3265,1.7354,41.41,105.64,94.08,19.62,428.95,46296.95,6.24,0.1697,29.33,3802.38,25.36,147.99,2.4013,3.26e-05,6.75,168.41,18.58,0.8294
2022-01-05 03:00:00,256.59,1.3316,1.7526,41.98,105.78,94.53,19.66,429.68,46422.55,6.28,0.1699,29.44,3809.45,25.59,148.53,2.4165,3.27e-05,6.82,169.16,18.59,0.8306
2022-01-05 04:00:00,255.14,1.333,1.7446,41.38,105.51,94.42,19.66,429.55,46414.47,6.31,0.1698,29.43,3810.12,25.9,148.5,2.4135,3.27e-05,6.87,168.65,18.47,0.8303
2022-01-05 05:00:00,254.73,1.3324,1.7512,41.21,105.39,94.26,19.61,429.31,46302.8,6.32,0.1698,29.44,3803.86,25.65,147.92,2.4133,3.27e-05,7.03,169.0,18.62,0.8317
2022-01-05 06:00:00,257.09,1.3437,1.77,41.76,105.86,94.63,19.75,431.18,46450.0,6.39,0.1701,29.86,3819.17,25.57,148.53,2.4365,3.29e-05,7.12,170.08,18.69,0.8333
2022-01-05 07:00:00,255.54,1.3396,1.7649,41.55,105.93,94.44,19.67,431.23,46407.51,6.38,0.1699,29.67,3815.74,25.52,148.53,2.4377,3.29e-05,7.13,169.9,18.64,0.8294
2022-01-05 08:00:00,255.13,1.3457,1.7626,41.14,106.32,94.64,19.61,430.82,46642.07,6.42,0.1702,29.93,3820.82,25.84,148.86,2.4355,3.29e-05,7.09,169.78,18.7,0.831
2022-01-05 09:00:00,255.47,1.348,1.769,40.95,106.16,94.67,19.61,431.62,46858.94,6.36,0.1704,30.07,3836.69,25.93,149.29,2.4484,3.29e-05,7.06,170.85,18.96,0.8337
2022-01-05 10:00:00,254.92,1.346,1.7418,40.19,106.12,94.45,19.56,430.55,46818.5,6.27,0.17,30.17,3826.45,25.86,149.0,2.4274,3.29e-05,6.99,170.71,19.44,0.8311
2022-01-05 11:00:00,252.58,1.3289,1.7323,40.23,104.91,93.48,19.34,428.01,46270.99,6.17,0.1692,29.75,3791.69,25.58,147.92,2.398,3.27e-05,6.93,168.51,19.25,0.8257
2022-01-05 12:00:00,253.94,1.3297,1.7173,40.1,104.78,93.39,19.34,425.93,46229.99,6.02,0.1691,29.78,3790.03,25.44,148.01,2.4004,3.26e-05,7.07,168.75,19.46,0.8258
2022-01-05 13:00:00,254.07,1.325,1.7432,40.1,104.91,93.8,19.51,429.09,46440.01,6.11,0.1699,30.21,3814.54,26.6,149.16,2.4048,3.27e-05,7.25,168.52,19.69,0.8274
2022-01-05 14:00:00,255.92,1.3302,1.7447,39.99,105.21,93.76,19.53,430.09,46689.52,6.0,0.1701,30.07,3821.0,26.58,149.28,2.3992,3.26e-05,7.36,168.21,19.8,0.8286
2022-01-05 15:00:00,258.85,1.3271,1.7905,40.72,105.15,93.83,19.47,429.77,46622.53,6.04,0.17,30.04,3820.97,27.12,149.12,2.387,3.26e-05,7.39,168.19,19.66,0.8276
2022-01-05 16:00:00,256.83,1.32,1.7801,39.72,104.33,93.26,19.3,426.81,46301.62,5.94,0.1696,29.65,3792.88,26.74,148.24,2.3702,3.25e-05,7.25,167.65,19.29,0.8262
2022-01-05 17:00:00,252.39,1.3067,1.723,38.59,102.25,88.06,18.99,423.77,46010.72,5.81,0.1674,29.08,3772.6,26.18,147.18,2.3354,3.14e-05,7.1,163.59,19.03,0.8206
2022-01-05 18:00:00,251.46,1.3095,1.7259,38.99,102.14,87.77,18.98,424.34,45919.92,5.86,0.1671,29.24,3747.6,26.7,147.81,2.3372,3.19e-05,7.08,163.88,19.19,0.8215
2022-01-05 19:00:00,239.24,1.2559,1.6402,37.43,98.38,83.2,18.18,411.82,44685.93,5.6,0.1601,28.01,3655.3,25.26,142.62,2.247,3.05e-05,6.58,158.68,18.19,0.7982
2022-01-05 20:00:00,235.59,1.2489,1.5798,37.46,97.5,82.07,18.01,406.34,43967.01,5.55,0.1599,26.96,3593.46,24.62,139.68,2.2086,3.03e-05,6.69,156.26,17.74,0.7895
2022-01-05 21:00:00,230.57,1.2435,1.5584,37.09,96.2,81.4,17.83,404.05,43606.37,5.36,0.1592,26.49,3554.24,24.19,136.14,2.1883,3.04e-05,6.48,153.37,17.29,0.7908
2022-01-05 22:00:00,228.1,1.2355,1.5456,38.11,95.84,80.98,17.53,400.55,43437.05,5.36,0.1579,26.64,3534.25,24.4,135.04,2.1722,3.05e-05,6.34,151.43,17.21,0.7618
2022-01-05 23:00:00,230.12,1.2304,1.5562,38.67,97.36,80.37,17.57,399.79,43451.13,5.4,0.1591,26.71,3540.63,25.22,135.32,2.1831,3.04e-05,6.37,154.44,17.11,0.7726
2022-01-06 00:00:00,231.55,1.2407,1.5683,39.1,97.55,80.88,17.59,401.82,43680.94,5.51,0.1591,26.91,3538.85,24.98,136.87,2.2066,3.03e-05,6.4,154.38,17.06,0.7748
2022-01-06 01:00:00,228.0,1.2316,1.5377,37.22,95.6,79.58,17.31,400.23,43542.69,5.38,0.158,26.44,3525.13,23.9,135.87,2.168,3e-05,6.17,152.47,16.81,0.7713
2022-01-06 02:00:00,225.85,1.2257,1.5304,36.74,94.67,78.23,17.16,396.57,43259.54,5.27,0.1567,26.13,3508.31,23.67,135.0,2.1501,2.98e-05,6.13,150.79,16.85,0.7661
2022-01-06 03:00:00,221.13,1.2039,1.5002,36.12,92.6,76.91,16.98,393.21,42835.0,5.2,0.1548,25.57,3448.83,23.5,133.91,2.1075,2.93e-05,6.04,148.07,16.49,0.7493
2022-01-06 04:00:00,224.61,1.2201,1.5123,36.6,93.92,77.76,16.91,396.4,43029.73,5.28,0.1559,25.9,3450.42,23.89,135.52,2.1442,3e-05,6.12,149.5,16.75,0.7598
2022-01-06 05:00:00,228.14,1.2191,1.5197,37.07,93.77,78.26,16.89,394.57,43050.01,5.3,0.1561,26.11,3456.98,24.59,135.62,2.1437,3e-05,6.12,149.36,16.7,0.761
2022-01-06 06:00:00,228.4,1.2176,1.5247,37.05,94.08,78.21,16.78,394.43,43102.28,5.32,0.1572,26.2,3438.73,24.65,135.87,2.1318,3e-05,6.07,149.31,16.67,0.7595
2022-01-06 07:00:00,228.05,1.2224,1.5352,37.09,95.12,78.92,16.91,395.02,43245.25,5.32,0.1579,26.39,3453.12,24.76,136.73,2.1487,3.02e-05,6.09,150.67,16.73,0.7619
2022-01-06 08:00:00,224.87,1.2171,1.5275,36.59,93.73,77.97,16.75,393.64,43055.41,5.25,0.1572,26.13,3405.22,24.22,135.98,2.1263,3e-05,6.0,149.64,16.58,0.7557
2022-01-06 09:00:00,216.69,1.1972,1.4935,35.58,91.76,75.91,16.52,388.37,42597.87,5.12,0.1551,25.73,3308.44,23.85,133.24,2.0734,2.94e-05,5.89,146.99,16.18,0.7418
